Name,Layout,Features,Availability,MinKeys,MaxKeys,Website,Image,Note
Traditional mass-market,traditional,split single wireless,massproduced,70,110,http://xahlee.info/kbd/ergonomic_keyboards_index.html,mass-produced.jpg,
